sexe;deptgeo;deptgeo_Autre;deptformation;niveau;reprise;alternant;bourse;travail;logement;logement_Autre;fumer;alimentation;sante;fan;sport;raisonnonsuaps;raisonnonsuaps_Autre;sportavant;typessportavant_1;typessportavant_2;typessportavant_3;typessportavant_4;typessportavant_5;typessportavant_6;typessportavant_7;typessportavant_8;typessportavant_9;typessportavant_Autre;raisonarretsport;raisonarretsport_Autre;covid;raisonjamaissport;raisonjamaissport_Autre;cadresport_1;cadresport_2;sportsuaps_1;sportsuaps_2;sportsuaps_3;sportsuaps_4;sportsuaps_5;sportsuaps_6;sportsuaps_7;heuressuaps;bonif;satisfsuaps;raisonnonsatisfsuaps_1;raisonnonsatisfsuaps_2;raisonnonsatisfsuaps_3;raisonnonsatisfsuaps_4;raisonnonsatisfsuaps_Autre;lieu_1;lieu_2;lieu_3;lieu_Autre;sportsnonsuaps_1;sportsnonsuaps_2;sportsnonsuaps_3;sportsnonsuaps_4;sportsnonsuaps_5;sportsnonsuaps_6;sportsnonsuaps_7;sportsnonsuaps_8;sportsnonsuaps_9;sportsnonsuaps_Autre;cadrenonsuaps_1;cadrenonsuaps_2;tempsnonsuaps;compet;motiv;motiv_Autre;passersport;argument;argument_Autre;refairesport;reussite
Un homme;17;;GEA;BUT1;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;GEA;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Autre;;;;;;;;;Judo, Escrime;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Un homme;Autre;41;GEA;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Musculation;Pratique libre;;2h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;Autre;;GEA;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;;;;Autre;;;;;;;;;Futsal;Club, association;;4h ou plus;Oui;S'amuser;;Ce serait difficile;;;;Moyennement d'accord
Une femme;79;;GEA;BUT1;Non;Non;Oui;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Gym, fitness, zumba...;;;;;;;;;;Club, association;;2h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;86;;GEA;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Escalade;;;;;;;2h;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Oui sans trop de problème;;;;Moyennement d'accord
Une femme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Volley;;;;;;;2h;Oui;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Autre;;;;;;;;;Boxe;Club, association;;2h;Oui;Evacuer les tensions;;Ce serait difficile;;;;Moyennement d'accord
Une femme;79;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Autre;;;;;;;;;Equitation;Club, association;;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;28;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Basket;;;;;;;2h;Oui;Oui;;;;;;A Niort;;;;Running, athlétisme;;;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;79;;SD;BUT1;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Non;Vous n'avez pas envie de faire du sport;;Oui;Sport collectif autre que foot;Sport de raquette;Autre;;;;;;;Baseball,Escrime;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Non;Moyennement d'accord
Un homme;Autre;45;SD;BUT1;Non;Non;Oui;Non;Locataire;;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Basket;;;;;;;1h ou moins;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;SD;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;Musculation;;;;;;2h;Non;Non;Lieux;;;;;A Niort;;;;Football;Running, athlétisme;Gym, fitness, zumba...;;;;;;;;Club, association;Pratique libre;2h;Non;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;3h;Oui;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;Autre;92;SD;BUT1;Non;Non;Non;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;Près de votre domicile familial;Autre;en caserne;Sport de raquette;Sport collectif auttre que foot;Sport d'eau;Running, athlétisme;Autre;;;;;musculation;Club, association;Pratique libre;4h ou plus;Non;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;Autre;49;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport collectif auttre que foot;Running, athlétisme;Cyclisme;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;86;;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;Près de votre domicile familial;;;;Sport d'eau;Running, athlétisme;Gym, fitness, zumba...;;;;;;;;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport de raquette;Autre;;;;;;;;Musculation;Club, association;Pratique libre;3h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;Autre;49;SD;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Football;Autre;;;;;;;;Musculation;Pratique libre;;2h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Badminton;;;;;;;2h;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Autre;;;;;;;;;Echecs;Pratique libre;;2h;Non;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;SD;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Badminton;;;;;;;2h;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Cyclisme;;;;;;;;;;Pratique libre;;2h;Non;Evacuer les tensions;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;33;SD;BUT1;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;2h;Non;Oui;;;;;;Près de votre domicile familial;;;;Autre;;;;;;;;;Musculation;Pratique libre;;2h;Non;Evacuer les tensions;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;SD;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Autre;;;;;;;;;Judo,équitation;Manque de temps;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Une femme;79;;SD;BUT1;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;Dans le cadre du SUAPS;Volley;;;;;;;2h;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport de raquette;;;;;;;;;;Club, association;Pratique libre;1h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;SD;BUT1;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Non;Les horaires sont inadaptés;;Oui;Autre;;;;;;;;;Karaté;Autre;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Moyennement d'accord
Un homme;Autre;33;SD;BUT1;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Non;Autre;Trop loin;Oui;Gym, fitness, zumba...;Running, athlétisme;Cyclisme;;;;;;;;Difficultés pratiques;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un accès plus facile aux équipements/cours;;Oui;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Non;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Musculation;Pratique libre;;3h;Non;Etre en forme;;Oui sans trop de problème;;;;Moyennement d'accord
Un homme;Autre;49;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Musculation;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Autre;;;;;;;;;Musculation;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Running, athlétisme;Autre;;;;;;;;judo;Club, association;Pratique libre;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;Musculation;;;;;;3h ou plus;Non;Oui;;;;;;Près de votre domicile familial;;;;Football;;;;;;;;;;Club, association;;4h ou plus;Oui;S'amuser;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Sport de raquette;;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Non;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;;;;;;;;;;;;;;;;;;;Etre en forme;;Oui sans trop de problème;;;;Moyennement d'accord
Un homme;86;;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Sport de raquette;;;;;;;;;;Club, association;;2h;Oui;Evacuer les tensions;;Ce serait difficile;;;;Pas vraiment d'accord
Un homme;79;;GEA;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Difficultés pratiques;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Non;Moyennement d'accord
Une femme;86;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Oui;Oui;Oui;Non;Non;Autre;Jeune sapeur pompier;Oui;Sport collectif autre que foot;;;;;;;;;;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un accès plus facile aux équipements/cours;;Oui;Tout à fait d'accord
Un homme;85;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Badminton;Musculation;;;;;;2h;Oui;Oui;;;;;;Près de votre domicile familial;;;;Sport de raquette;;;;;;;;;;Club, association;;3h;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;16;;GEA;BUT2;Non;Non;Non;Oui;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Football;;;;;;;;;;Club, association;;4h ou plus;Non;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;Autre;33;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;Dans le cadre du SUAPS;Futsal;;;;;;;2h;Non;Oui;;;;;;A Niort;;;;Football;;;;;;;;;;Club, association;;4h ou plus;Oui;Evacuer les tensions;;Ce serait difficile;;;;Moyennement d'accord
Une femme;16;;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Non;Non;Autre;trop loin;Oui;Autre;;;;;;;;;roller;Difficultés pratiques;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un accès plus facile aux équipements/cours;;Oui;Tout à fait d'accord
Une femme;17;;GEA;BUT2;Non;Non;Non;Non;Locataire;;Oui;Oui;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Sport de raquette;Autre;;;;;;;;equitation, musuclation;Difficultés financières;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un accès plus facile aux équipements/cours;;Oui;Tout à fait d'accord
Une femme;Autre;49;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;3h;Oui;S'amuser;;Ce serait difficile;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Football;Sport collectif auttre que foot;Gym, fitness, zumba...;Sport de raquette;Running, athlétisme;;;;;;Pratique libre;Club, association;4h ou plus;Oui;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Une femme;79;;GEA;BUT2;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;Près de votre domicile familial;;;Autre;;;;;;;;;Musculation;Pratique libre;;2h;Non;Etre en forme;;Oui sans trop de problème;;;;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Les horaires sont inadaptés;;Oui;Autre;;;;;;;;;Renforcement musculaire;Manque de temps;;Non;Pas d'envie;;En dehors du SUAPS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etre en forme;;Oui sans trop de problème;Plus de temps;;Oui;Pas vraiment d'accord
Un homme;86;;GEA;BUT2;Non;Non;Non;Non;Locataire;;Oui;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;2h;Non;Oui;;;;;;Près de votre domicile familial;;;;Football;;;;;;;;;;Club, association;;2h;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;17;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Non;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;;Club, association;;1h;Non;Etre en forme;;Ce serait difficile;;;;Tout à fait d'accord
Une femme;79;;GEA;;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Non;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Sport collectif autre que foot;Gym, fitness, zumba...;;;;;;;;;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Une femme;79;;GEA;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Pas d'envie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Non;Pas vraiment d'accord
Une femme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;A Niort;;;;Autre;;;;;;;;;Equitation;Pratique libre;Club, association;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;Non;;;;;;;A Niort;;;;Autre;;;;;;;;;musculation;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;;;;Moyennement d'accord
Un homme;86;;GEA;BUT2;Non;Non;Oui;Oui;Locataire;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Basket;;;;;;;2h;Oui;Oui;;;;;;Près de votre domicile familial;;;;Sport collectif auttre que foot;;;;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;GEA;BUT2;Non;Non;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;;Futsal;;;;;;;2h;Oui;Oui;;;;;;;;;;;;;;;;;;;;;;;;S'amuser;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;Autre;44;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;Basket;Natation;;;;;3h ou plus;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport d'eau;Sport collectif auttre que foot;Running, athlétisme;Football;;;;;;;Club, association;Pratique libre;4h ou plus;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;79;;GEA;BUT2;Non;Non;;;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Les activités proposées ne vous conviennent pas;;Oui;Autre;;;;;;;;;equitation;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oui;Tout à fait d'accord
Une femme;79;;GEA;BUT2;Non;Non;Non;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Les activités proposées ne vous conviennent pas;;Oui;Autre;;;;;;;;;danse;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Une femme;17;;GEA;BUT2;Oui;Non;Oui;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Oui;Oui;Oui;Non;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;;;;;;;;;Près de votre domicile familial;;;;Autre;;;;;;;;;equitation;Club, association;Pratique libre;4h ou plus;Non;Autre;du résultat;Ce serait difficile;;;;Tout à fait d'accord
Un homme;85;;GEA;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Non;Non;Non;Non;Les horaires sont inadaptés;;Oui;Sport d'eau;Autre;;;;;;;;musculation;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Un homme;86;;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Futsal;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Football;Running, athlétisme;Gym, fitness, zumba...;;;;;;;;Club, association;Pratique libre;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Moyennement d'accord
Un homme;79;;GEA;BUT2;Non;Non;Oui;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Musculation;;;;;;;2h;Oui;Oui;;;;;;A Niort;;;;Gym, fitness, zumba...;Running, athlétisme;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Ce serait difficile;Autre;se sentir mieux physiquement;Non;Tout à fait d'accord
Un homme;79;;GEA;BUT2;Non;Non;Non;Non;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Musculation;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Sport de raquette;Autre;;;;;;;;musculation;Club, association;Pratique libre;4h ou plus;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Un homme;17;;GEA;BUT2;Non;Non;;;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;Sport de raquette;Running, athlétisme;Cyclisme;;;;;;;Club, association;;4h ou plus;Oui;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;17;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Non;Non;Les activités proposées ne vous conviennent pas;;Oui;Sport de raquette;Autre;;;;;;;;Danse;Manque de temps;;Oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
Un homme;86;;GEA;BUT2;Oui;Non;Non;Oui;Locataire;;Oui;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Natation;;;;;;;1h ou moins;Non;Oui;;;;;;Près de votre domicile familial;;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;4h ou plus;Non;Etre en forme;;Oui sans trop de problème;;;;Moyennement d'accord
Une femme;Autre;49;GEA;BUT2;Non;Non;Non;Non;Locataire;;Non;Non;Non;Non;Non;Vous n'avez pas envie de faire du sport;;Oui;Sport d'eau;Autre;;;;;;;;danse;Plus d'envie;;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Un problème de santé;;Oui;Moyennement d'accord
Un homme;86;;GEA;BUT2;Non;Non;Oui;Non;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;Dans le cadre du SUAPS;En dehors du SUAPS;Musculation;;;;;;;2h;Oui;Oui;;;;;;A Niort;Près de votre domicile familial;;;Gym, fitness, zumba...;;;;;;;;;;Pratique libre;;4h ou plus;Non;Evacuer les tensions;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;79;;GEA;BUT2;Non;Non;Oui;Oui;Locataire;;Non;Oui;Oui;Oui;Oui;;;;;;;;;;;;;;;;;;;En dehors du SUAPS;;;;;;;;;1h ou moins;;;;;;;;Autre;;;a la maison;Yoga;;;;;;;;;;Pratique libre;;1h;Non;Etre en forme;;Je ne peux pas l'envisager;;;;Tout à fait d'accord
Une femme;79;;GEA;BUT2;Non;Non;Oui;Oui;Domicilié.e chez vos (ou un de vos ) parents;;Non;Oui;Oui;Non;Non;Vous n'avez pas envie de faire du sport;;Non;;;;;;;;;;;;;;Manque de temps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Plus de temps;;Oui;Tout à fait d'accord
